hs_code,kategori_barang,deskripsi_produk,tujuan_negara,kota_asal,provinsi_asal,kuantitas,volume_m3,berat_kg,hpp,biaya_pengemasan,bank_charge,trucking,forwarder,dokumen_ekspor,thc,bea_keluar,komisi_broker,freight,asuransi,pergudangan,operasional_lainnya,bunga_pajak,total_biaya
8443.31,Mesin fotokopi,Mesin fotokopi yang menggunakan teknologi digital,Thailand,Serang,Banten,960,8.4,12.7,1625000.0,790000.0,174000.0,9560000.0,5380000.0,234000.0,1478000.0,284000.0,265000.0,395000.0,261000.0,2260000.0,736000.0,275000.0,23717000.0
9603.21,Sikat gigi,Sikat gigi manual,Filipina,Magelang,Jawa Tengah,723,8.9,8.0,5766000.0,2030000.0,546000.0,4950000.0,8470000.0,939000.0,404000.0,1054000.0,443000.0,342000.0,622000.0,556000.0,828000.0,1024000.0,27974000.0
8443.31,Mesin fotokopi,Mesin fotokopi yang menggunakan teknologi digital,Myanmar,Bontang,Kalimantan Timur,908,9.9,26.4,26408000.0,8420000.0,3472000.0,17360000.0,29810000.0,459000.0,461000.0,1769000.0,4292000.0,542000.0,982000.0,1787000.0,687000.0,3484000.0,99933000.0
8471.70,Hard disk eksternal,Perangkat penyimpanan data eksternal,Singapura,Jakarta,DKI Jakarta,986,8.5,4.7,3094000.0,1420000.0,223000.0,710000.0,2110000.0,643000.0,1354000.0,391000.0,569000.0,516000.0,166000.0,1518000.0,250000.0,327000.0,13291000.0
2209.00,Cuka,Cuka dari semua jenis dan penggantinya yang berasal dari asam asetat,Filipina,Prabumulih,Sumatera Selatan,952,6.4,4.1,3252000.0,1010000.0,337000.0,1910000.0,7690000.0,379000.0,1052000.0,581000.0,529000.0,370000.0,634000.0,2629000.0,411000.0,424000.0,21208000.0
4203.21,Sarung tangan kulit,Sarung tangan dari kulit atau kulit rekaan,Thailand,Dumai,Riau,574,2.5,4.9,1092000.0,540000.0,144000.0,580000.0,5390000.0,499000.0,492000.0,208000.0,131000.0,92000.0,216000.0,2420000.0,572000.0,181000.0,12557000.0
0304.87,Ikan tuna,Ikan tuna (Thunnus spp.),Filipina,Yogyakarta,DI Yogyakarta,500,3.8,6.7,6313000.0,2140000.0,576000.0,1160000.0,6450000.0,948000.0,884000.0,1014000.0,581000.0,60000.0,844000.0,2696000.0,1488000.0,1180000.0,26334000.0
8516.72,Mesin pemanggang roti,Mesin pemanggang roti dan peralatan pemanas lainnya,Vietnam,Jakarta,DKI Jakarta,926,2.1,38.4,20010000.0,7130000.0,1082000.0,28720000.0,39370000.0,554000.0,930000.0,2494000.0,3758000.0,64000.0,2851000.0,1768000.0,847000.0,3501000.0,113079000.0
8452.10,Mesin jahit,Mesin jahit untuk rumah tangga,Kamboja,Palopo,Sulawesi Selatan,408,4.0,14.8,11384000.0,3980000.0,1328000.0,5830000.0,2220000.0,667000.0,522000.0,695000.0,438000.0,388000.0,1986000.0,2019000.0,781000.0,2096000.0,34334000.0
8452.10,Mesin jahit,Mesin jahit untuk rumah tangga,Myanmar,Jayapura,Papua,534,9.9,13.9,7344000.0,3000000.0,810000.0,1510000.0,2130000.0,852000.0,1413000.0,380000.0,861000.0,746000.0,832000.0,2440000.0,1449000.0,741000.0,24508000.0
0407.21,Telur ayam,"Telur ayam dalam cangkang, segar",Indonesia,Malang,Jawa Timur,459,5.9,39.9,35781000.0,11540000.0,3399000.0,6200000.0,14980000.0,873000.0,339000.0,6374000.0,981000.0,83000.0,4106000.0,2492000.0,1676000.0,6036000.0,94860000.0
8443.31,Mesin fotokopi,Mesin fotokopi yang menggunakan teknologi digital,Filipina,Palopo,Sulawesi Selatan,552,7.2,34.5,18548000.0,8970000.0,2695000.0,15360000.0,31490000.0,252000.0,1957000.0,1299000.0,433000.0,641000.0,2342000.0,1750000.0,479000.0,3574000.0,89790000.0
6201.11,Jaket pria dari wol,Jaket pria dari wol atau bulu kasar,Vietnam,Tangerang,Banten,111,4.3,28.7,5441000.0,2380000.0,394000.0,2990000.0,5310000.0,261000.0,303000.0,650000.0,626000.0,160000.0,1003000.0,1238000.0,1192000.0,804000.0,22752000.0
8541.40,Panel surya,Modul fotovoltaik (panel surya),Vietnam,Balikpapan,Kalimantan Timur,191,7.3,42.9,1134000.0,390000.0,80000.0,3910000.0,4730000.0,110000.0,246000.0,117000.0,226000.0,347000.0,132000.0,1093000.0,1791000.0,168000.0,14474000.0
0406.10,Keju,"Keju segar, termasuk whey dan curd",Vietnam,Jayapura,Papua,894,8.1,17.0,18922000.0,7770000.0,2298000.0,6460000.0,10990000.0,149000.0,1285000.0,3357000.0,3286000.0,798000.0,752000.0,2761000.0,333000.0,2168000.0,61329000.0
0803.90,Pisang,Pisang segar atau dikeringkan,Myanmar,Medan,Sumatera Utara,660,9.5,19.0,11996000.0,5380000.0,631000.0,7220000.0,22380000.0,315000.0,350000.0,675000.0,2048000.0,735000.0,1067000.0,633000.0,1168000.0,1478000.0,56076000.0
3002.10,Tes darah,Kit tes darah untuk diagnostik,Filipina,Serang,Banten,470,3.6,18.0,4757000.0,2110000.0,351000.0,3740000.0,10600000.0,866000.0,1954000.0,572000.0,336000.0,350000.0,827000.0,1796000.0,1563000.0,834000.0,30656000.0
3305.10,Shampo,Preparasi untuk pencucian rambut (shampo),Thailand,Semarang,Jawa Tengah,832,3.6,21.1,18765000.0,8480000.0,2391000.0,16210000.0,26800000.0,599000.0,1270000.0,2979000.0,3420000.0,46000.0,1899000.0,1664000.0,736000.0,2413000.0,87672000.0
9401.30,Kursi kantor,Kursi untuk keperluan kantor,Indonesia,Bogor,Jawa Barat,728,0.5,1.5,1839000.0,560000.0,143000.0,760000.0,1710000.0,197000.0,1891000.0,195000.0,90000.0,37000.0,192000.0,874000.0,1537000.0,283000.0,10308000.0
1201.90,Kacang kedelai,Kacang kedelai selain untuk ditanam,Malaysia,Timika,Papua,549,8.5,28.5,10610000.0,4780000.0,812000.0,7780000.0,28500000.0,913000.0,876000.0,693000.0,1319000.0,642000.0,1661000.0,1962000.0,1244000.0,1193000.0,62985000.0
4802.56,Kertas,Kertas yang digunakan untuk menulis atau mencetak,Indonesia,Timika,Papua,420,6.3,39.8,5426000.0,2130000.0,341000.0,11320000.0,27370000.0,670000.0,1292000.0,683000.0,317000.0,548000.0,717000.0,753000.0,1734000.0,789000.0,54090000.0
9401.30,Kursi kantor,Kursi untuk keperluan kantor,Singapura,Pekanbaru,Riau,475,0.6,26.6,12571000.0,4770000.0,1209000.0,4070000.0,4020000.0,633000.0,373000.0,787000.0,1527000.0,47000.0,664000.0,2457000.0,854000.0,2008000.0,35990000.0
6307.90,Masker medis,Masker pelindung untuk medis,Vietnam,Metro,Lampung,273,1.8,17.0,5999000.0,2850000.0,857000.0,1200000.0,4430000.0,401000.0,650000.0,1034000.0,637000.0,48000.0,763000.0,957000.0,1894000.0,606000.0,22326000.0
2103.20,Saus tomat,Saus tomat dan saus lain yang mengandung tomat,Vietnam,Cilegon,Banten,372,0.7,29.3,12187000.0,5920000.0,1565000.0,10800000.0,14420000.0,377000.0,1668000.0,1839000.0,1858000.0,45000.0,681000.0,1385000.0,1964000.0,1402000.0,56111000.0
8516.40,Setrika listrik,Setrika listrik,Singapura,Mataram,Nusa Tenggara Barat,313,7.8,42.6,24214000.0,7380000.0,1404000.0,7710000.0,6580000.0,192000.0,1668000.0,4669000.0,685000.0,364000.0,4409000.0,2238000.0,1655000.0,3776000.0,66944000.0
7013.49,Cangkir kaca,Cangkir dan gelas dari kaca,Filipina,Timika,Papua,791,1.7,38.1,13177000.0,5550000.0,1567000.0,13050000.0,17440000.0,803000.0,1334000.0,1185000.0,366000.0,60000.0,1405000.0,2953000.0,605000.0,2313000.0,61808000.0
0201.30,Daging sapi,"Daging sapi segar atau dingin, lainnya",Malaysia,Yogyakarta,DI Yogyakarta,325,5.1,14.9,5823000.0,2550000.0,623000.0,1510000.0,2560000.0,108000.0,1820000.0,971000.0,265000.0,481000.0,628000.0,2511000.0,1001000.0,1051000.0,21902000.0
8516.72,Mesin pemanggang roti,Mesin pemanggang roti dan peralatan pemanas lainnya,Kamboja,Surakarta,Jawa Tengah,168,8.0,42.3,13625000.0,6010000.0,1310000.0,3140000.0,5460000.0,873000.0,818000.0,905000.0,614000.0,356000.0,1425000.0,2892000.0,1367000.0,1843000.0,40638000.0
8516.10,Pemanas air listrik,Pemanas air untuk rumah tangga,Brunei,Depok,Jawa Barat,387,9.5,27.9,18190000.0,7240000.0,1661000.0,6640000.0,16570000.0,598000.0,426000.0,2812000.0,2848000.0,661000.0,3228000.0,2043000.0,410000.0,3174000.0,66501000.0
7113.19,Kalung emas,Perhiasan dari emas,Malaysia,Jayapura,Papua,496,1.6,31.6,17886000.0,8580000.0,2588000.0,14890000.0,22370000.0,770000.0,1316000.0,1730000.0,723000.0,51000.0,2801000.0,915000.0,637000.0,3421000.0,78678000.0
3004.50,Vitamin,Vitamin dalam bentuk tablet atau kapsul,Vietnam,Bontang,Kalimantan Timur,808,0.9,41.2,15016000.0,7060000.0,1766000.0,32550000.0,56370000.0,973000.0,1528000.0,2992000.0,1007000.0,40000.0,2538000.0,826000.0,1755000.0,2734000.0,127155000.0
5901.10,Kanvas,Kanvas yang dilapisi untuk seni lukis,Brunei,Metro,Lampung,453,7.4,46.7,38603000.0,12490000.0,5554000.0,14860000.0,32680000.0,947000.0,1820000.0,6002000.0,3638000.0,210000.0,6855000.0,2205000.0,1442000.0,5941000.0,133247000.0
4202.22,Tas tangan,Tas tangan dengan lapisan luar dari kulit atau kulit rekaan,Brunei,Malang,Jawa Timur,677,1.8,13.8,11733000.0,4950000.0,1486000.0,7270000.0,11430000.0,270000.0,455000.0,1244000.0,987000.0,111000.0,1172000.0,510000.0,207000.0,1929000.0,43754000.0
9025.19,Termometer digital,Termometer digital,Vietnam,Singaraja,Bali,918,4.5,8.1,4972000.0,2310000.0,425000.0,6440000.0,3680000.0,107000.0,1764000.0,867000.0,157000.0,178000.0,244000.0,563000.0,1088000.0,746000.0,23541000.0
8421.39,Mesin pembersih udara,Mesin penyaring udara untuk keperluan domestik,Vietnam,Metro,Lampung,980,7.2,47.0,57377000.0,23590000.0,8176000.0,26510000.0,30370000.0,935000.0,1040000.0,6336000.0,3605000.0,90000.0,7968000.0,1458000.0,394000.0,8616000.0,176465000.0
8516.10,Pemanas air listrik,Pemanas air untuk rumah tangga,Kamboja,Bima,Nusa Tenggara Barat,577,4.2,21.3,2019000.0,760000.0,193000.0,2490000.0,19670000.0,758000.0,1098000.0,285000.0,225000.0,418000.0,106000.0,515000.0,306000.0,374000.0,29217000.0
7113.11,Cincin perak,Perhiasan dari perak,Myanmar,Serang,Banten,520,5.5,8.6,2681000.0,820000.0,324000.0,1360000.0,4750000.0,324000.0,394000.0,524000.0,134000.0,199000.0,109000.0,2096000.0,1940000.0,468000.0,16123000.0
7323.93,Panci stainless steel,Panci dan peralatan masak lainnya dari baja tahan karat,Vietnam,Makassar,Sulawesi Selatan,274,3.3,27.6,13450000.0,4260000.0,1232000.0,3760000.0,13550000.0,571000.0,1369000.0,953000.0,2001000.0,295000.0,432000.0,2074000.0,736000.0,1792000.0,46475000.0
0806.10,Anggur,Anggur segar,Malaysia,Binjai,Sumatera Utara,434,5.6,35.5,6616000.0,3030000.0,554000.0,13850000.0,15070000.0,952000.0,1405000.0,735000.0,999000.0,71000.0,1055000.0,2268000.0,217000.0,1071000.0,47893000.0
1511.90,Minyak kelapa sawit,Minyak sawit dan turunannya,Thailand,Cirebon,Jawa Barat,132,2.6,27.2,4621000.0,2130000.0,343000.0,2440000.0,3550000.0,527000.0,1492000.0,815000.0,555000.0,121000.0,490000.0,1862000.0,1769000.0,549000.0,21264000.0
7324.90,Saringan kopi,Saringan kopi dan alat penyaring lainnya,Indonesia,Jayapura,Papua,651,3.4,37.5,38762000.0,16100000.0,5049000.0,6980000.0,6870000.0,399000.0,1444000.0,6720000.0,7152000.0,47000.0,7399000.0,2771000.0,1609000.0,4006000.0,105308000.0
0902.30,Teh hitam,Teh hitam dan teh hijau (selain yang difermentasi),Malaysia,Binjai,Sumatera Utara,906,2.2,9.0,2990000.0,1410000.0,299000.0,4590000.0,5570000.0,787000.0,791000.0,264000.0,535000.0,55000.0,190000.0,2059000.0,526000.0,395000.0,20461000.0
2204.21,Wine,Wine yang dibuat dari anggur segar,Singapura,Timika,Papua,233,5.2,19.4,5201000.0,1710000.0,261000.0,2340000.0,6800000.0,748000.0,637000.0,628000.0,442000.0,426000.0,724000.0,2075000.0,467000.0,602000.0,23061000.0
9617.00,Termos,Termos dan botol vacuum,Brunei,Bandung,Jawa Barat,441,4.8,36.3,13358000.0,5170000.0,1380000.0,13450000.0,4870000.0,393000.0,1271000.0,1236000.0,1978000.0,159000.0,2055000.0,2379000.0,836000.0,1476000.0,50011000.0
8528.52,Papan tulis interaktif,Papan tulis interaktif atau perangkat tampilan digital lainnya,Thailand,Bontang,Kalimantan Timur,739,3.2,16.8,5362000.0,2110000.0,630000.0,3380000.0,7830000.0,229000.0,1378000.0,398000.0,306000.0,161000.0,493000.0,832000.0,1420000.0,733000.0,25262000.0
2401.20,Tembakau,Tembakau yang tidak diproses,Filipina,Denpasar,Bali,581,1.1,41.1,25501000.0,11880000.0,2497000.0,7010000.0,15400000.0,209000.0,1120000.0,2071000.0,5042000.0,109000.0,2950000.0,1302000.0,1833000.0,2706000.0,79630000.0
9025.19,Termometer digital,Termometer digital,Brunei,Balikpapan,Kalimantan Timur,664,2.9,13.2,10664000.0,5000000.0,544000.0,7620000.0,8720000.0,975000.0,240000.0,1348000.0,1270000.0,125000.0,607000.0,2182000.0,1677000.0,1116000.0,42088000.0
3004.10,Obat analgesik,Obat analgesik atau pereda nyeri,Filipina,Prabumulih,Sumatera Selatan,496,6.4,22.7,5488000.0,1680000.0,365000.0,3670000.0,12550000.0,879000.0,1348000.0,364000.0,629000.0,393000.0,321000.0,551000.0,1811000.0,1004000.0,31053000.0
2204.21,Wine,Wine yang dibuat dari anggur segar,Indonesia,Pekanbaru,Riau,304,2.9,26.4,10125000.0,4400000.0,554000.0,7380000.0,10070000.0,247000.0,1531000.0,982000.0,677000.0,118000.0,1078000.0,1758000.0,1877000.0,1342000.0,42139000.0
8471.50,Server komputer,Komputer server yang beroperasi secara otomatis,Myanmar,Bogor,Jawa Barat,791,9.7,39.3,30361000.0,14220000.0,3118000.0,15170000.0,28690000.0,120000.0,1167000.0,3863000.0,5330000.0,403000.0,5887000.0,1449000.0,900000.0,5993000.0,116671000.0
9503.00,Mainan anak dari plastik,Mainan anak yang terbuat dari plastik,Singapura,Lubuklinggau,Sumatera Selatan,696,8.2,41.8,17856000.0,6650000.0,1883000.0,3420000.0,23590000.0,500000.0,305000.0,2954000.0,2570000.0,482000.0,1554000.0,1942000.0,681000.0,2239000.0,66626000.0
7013.49,Cangkir kaca,Cangkir dan gelas dari kaca,Malaysia,Jakarta,DKI Jakarta,907,5.2,27.8,16805000.0,6050000.0,1173000.0,11290000.0,15900000.0,742000.0,1058000.0,1418000.0,1288000.0,214000.0,1124000.0,920000.0,1024000.0,2224000.0,61230000.0
1006.30,Beras,Beras pecah-pecah,Indonesia,Bogor,Jawa Barat,419,9.4,24.8,19029000.0,8230000.0,973000.0,6510000.0,4830000.0,161000.0,1542000.0,3172000.0,3477000.0,809000.0,3079000.0,2805000.0,1809000.0,3440000.0,59866000.0
9603.21,Sikat gigi,Sikat gigi manual,Brunei,Dumai,Riau,977,9.4,11.3,10274000.0,4630000.0,627000.0,3010000.0,3550000.0,634000.0,1977000.0,709000.0,1138000.0,876000.0,1124000.0,1515000.0,574000.0,1512000.0,32150000.0
0806.10,Anggur,Anggur segar,Brunei,Pekanbaru,Riau,549,1.9,43.8,19157000.0,7870000.0,2042000.0,7230000.0,36190000.0,750000.0,1838000.0,1678000.0,3771000.0,129000.0,3034000.0,1698000.0,1897000.0,2125000.0,89409000.0
8471.30,Tablet,"Mesin otomatis untuk pemrosesan data, portabel",Indonesia,Jakarta,DKI Jakarta,466,3.4,11.5,3372000.0,1550000.0,505000.0,3380000.0,1100000.0,764000.0,1654000.0,418000.0,555000.0,151000.0,585000.0,541000.0,1822000.0,396000.0,16793000.0
2201.10,Air mineral,Air mineral dan air soda,Myanmar,Yogyakarta,DI Yogyakarta,348,6.2,3.3,202000.0,60000.0,28000.0,430000.0,290000.0,992000.0,429000.0,33000.0,30000.0,213000.0,35000.0,1058000.0,1328000.0,22000.0,5150000.0
6912.00,Piring keramik,Piring dari keramik,Brunei,Dumai,Riau,307,4.9,3.8,1297000.0,620000.0,191000.0,520000.0,1090000.0,186000.0,946000.0,79000.0,77000.0,358000.0,108000.0,2929000.0,1153000.0,205000.0,9759000.0
7323.93,Panci stainless steel,Panci dan peralatan masak lainnya dari baja tahan karat,Kamboja,Dumai,Riau,115,4.1,16.2,3047000.0,1440000.0,173000.0,1750000.0,2540000.0,140000.0,295000.0,508000.0,316000.0,189000.0,557000.0,1008000.0,718000.0,356000.0,13037000.0
8471.50,Server komputer,Komputer server yang beroperasi secara otomatis,Myanmar,Cirebon,Jawa Barat,945,2.0,42.9,49007000.0,16570000.0,5366000.0,26570000.0,67430000.0,889000.0,693000.0,3221000.0,2196000.0,24000.0,6841000.0,2229000.0,201000.0,5698000.0,186935000.0
0304.87,Ikan tuna,Ikan tuna (Thunnus spp.),Singapura,Palopo,Sulawesi Selatan,688,8.0,31.8,23865000.0,11800000.0,2434000.0,11850000.0,14850000.0,421000.0,468000.0,4451000.0,1604000.0,327000.0,2824000.0,2830000.0,388000.0,4380000.0,82492000.0
2201.10,Air mineral,Air mineral dan air soda,Indonesia,Palembang,Sumatera Selatan,379,5.9,25.8,17434000.0,6330000.0,2474000.0,6670000.0,4690000.0,266000.0,1982000.0,1944000.0,2696000.0,66000.0,2473000.0,2963000.0,391000.0,3170000.0,53549000.0
5901.10,Kanvas,Kanvas yang dilapisi untuk seni lukis,Filipina,Mataram,Nusa Tenggara Barat,391,7.5,16.5,3853000.0,1170000.0,202000.0,3720000.0,11320000.0,784000.0,343000.0,195000.0,606000.0,519000.0,191000.0,1054000.0,1409000.0,550000.0,25916000.0
4203.21,Sarung tangan kulit,Sarung tangan dari kulit atau kulit rekaan,Filipina,Singaraja,Bali,163,5.7,12.2,525000.0,180000.0,49000.0,960000.0,590000.0,658000.0,327000.0,56000.0,56000.0,235000.0,40000.0,1500000.0,1009000.0,100000.0,6285000.0
8471.50,Server komputer,Komputer server yang beroperasi secara otomatis,Kamboja,Bima,Nusa Tenggara Barat,354,7.0,43.7,9050000.0,4510000.0,1166000.0,1570000.0,23170000.0,580000.0,1424000.0,753000.0,1757000.0,159000.0,358000.0,1073000.0,861000.0,1086000.0,47517000.0
8413.70,Pompa air,Pompa air untuk rumah tangga atau keperluan lainnya,Myanmar,Medan,Sumatera Utara,302,5.4,8.2,2099000.0,710000.0,172000.0,570000.0,3370000.0,523000.0,942000.0,127000.0,393000.0,241000.0,194000.0,1336000.0,301000.0,224000.0,11202000.0
3215.11,Tinta printer,Tinta untuk printer dan mesin cetak lainnya,Brunei,Jakarta,DKI Jakarta,417,3.0,13.1,2747000.0,970000.0,322000.0,2970000.0,5160000.0,185000.0,1230000.0,224000.0,480000.0,202000.0,91000.0,2208000.0,1692000.0,512000.0,18993000.0
3213.10,Cat air untuk lukisan,Cat air atau medium untuk seni lukis,Laos,Pematangsiantar,Sumatera Utara,127,7.6,44.1,9502000.0,4710000.0,1139000.0,1450000.0,8360000.0,193000.0,937000.0,1822000.0,1548000.0,559000.0,396000.0,678000.0,1907000.0,1848000.0,35049000.0
0806.10,Anggur,Anggur segar,Kamboja,Jember,Jawa Timur,517,8.6,30.9,16060000.0,6400000.0,1768000.0,5810000.0,27770000.0,172000.0,1739000.0,1010000.0,879000.0,232000.0,1793000.0,2674000.0,1293000.0,2688000.0,70288000.0
